Name,Notes,Address Short,City State Zip,Address Consolidated,Latitude,Longitude
2hunned Inc Nonprofit,3rd Friday 3pm - 6pm & 3rd Saturday 8am-11am,2028 E. El Segundo Blvd,"Compton, CA 90222, United States","2028 E. El Segundo Blvd Compton, CA 90222, United States",33.9159436,-118.2362831
A World With Compassion,2nd & 4th Saturday 12pm-3pm,2912 Guirado St,"Los Angeles, CA 90023, United States","2912 Guirado St Los Angeles, CA 90023, United States",34.0324539,-118.2072934
Aaron Community Cultural Center (ACCC),Tuesdays 10am-12pm,1010 W 108th Street #B,"Los Angeles, CA 90044, United States","1010 W 108th Street #B Los Angeles, CA 90044, United States",33.9379128,-118.29252
Abundant Blessings,Sunday-Saturday 9am - 12pm,2414 W. 48th St,"Los Angeles, CA 90043, United States","2414 W. 48th St Los Angeles, CA 90043, United States",33.9998775,-118.3198318
Adonai SDA Church,1st and 3rd Saturday 3pm-5pm,13246 Mapledale Street,"Norwalk, CA 90650, United States","13246 Mapledale Street Norwalk, CA 90650, United States",33.898381,-118.0484998
Adventures to Dreams Enrichment,3rd Friday 12pm-2pm,903 De Forest Ave,"Long Beach, CA 90813, United States","903 De Forest Ave Long Beach, CA 90813, United States",33.7774309,-118.2036404
"AfricActive Foundation, Inc.",Saturday 11am - 1pm,5036 Exposition Blvd,"Los Angeles, CA 90016, United States","5036 Exposition Blvd Los Angeles, CA 90016, United States",34.0243854,-118.3525417
Agape Community Church,Saturday 9:30am-10:30am,1722 E Lancaster Blvd,"Lancaster, CA 93535, United States","1722 E Lancaster Blvd Lancaster, CA 93535, United States",34.6960893,-118.0981484
All Nations Christian Fellowship,Saturdays 7am - 9am,5602 E. Gage Ave,"Bell Gardens, CA 90201, United States","5602 E. Gage Ave Bell Gardens, CA 90201, United States",33.9754377,-118.1648903
All Peoples Community Center,Friday 9:30am-12:30pm & 2nd & 4th Saturday 9:30am-12:30pm,822 E. 20th Street,"Los Angeles, CA 90011, United States","822 E. 20th Street Los Angeles, CA 90011, United States",34.0259008,-118.2564727
All Saints Conference,Bi-Weekly Saturday 9 - 11am,3431 Portola Avenue,"Los Angeles, CA 90032, United States","3431 Portola Avenue Los Angeles, CA 90032, United States",34.0856956,-118.1729503
Altadena S.D.A. Church,2nd and 4th Tuesday 9am - 12pm,2609 N. Lincoln Avenue,"Altadena, CA 91001, United States","2609 N. Lincoln Avenue Altadena, CA 91001, United States",34.1906504,-118.1587869
Altadena Street Closure,11/20/2025 | 9am - 12pm,2300 North Marengo Avenue,"Altadena, CA 91001, United States","2300 North Marengo Avenue Altadena, CA 91001, United States",34.1848173,-118.1439186
"Ananda Marga of L.A., Inc.",Friday 8:30am-10:30am,1245 S Norton Avenue,"Los Angeles, CA 90019, United States","1245 S Norton Avenue Los Angeles, CA 90019, United States",34.0483498,-118.32383
Ancon Club Los Angeles,2nd & 4th Saturday 10am-12pm,15307 Crenshaw Blvd,"Gardena, CA 90249, United States","15307 Crenshaw Blvd Gardena, CA 90249, United States",33.8921623,-118.3267772
Anointed To Minister Ministries,Friday 4pm - 6pm,169 W. Ave J - 5 #A,"Lancaster, CA 93534, United States","169 W. Ave J - 5 #A Lancaster, CA 93534, United States",34.6855142,-118.1323608
Answered Prayer Ministries,3rd Saturday 11am-3pm,6743 5th Ave,"Los Angeles, CA 90043, United States","6743 5th Ave Los Angeles, CA 90043, United States",33.9769677,-118.3228539
Antelope Valley Boys & Girls Club,Friday 10am-12pm,45404 Division St,"Lancaster, CA 93535, United States","45404 Division St Lancaster, CA 93535, United States",34.7071651,-118.1296214
Antelope Valley Partners for Health,2nd & 4th Friday 8 am - 11 am,858 W. Jackman Street,"Lancaster, CA 93534, United States","858 W. Jackman Street Lancaster, CA 93534, United States",34.7008519,-118.1465622
Arabic Evangelical Church,"1st and 3rd Sunday 1pm - 2pm, 1st and 3rd Friday 630pm 8pm",8109 Greenleaf Avenue,"Whittier, CA 90602, United States","8109 Greenleaf Avenue Whittier, CA 90602, United States",33.9666913,-118.0377675
Asian Youth Center,Tuesday & Thursday 8:30am-10:30am & 1st & 3rd Wednesday 8:30am-10:30am,100 Clary Avenue,"San Gabriel, CA 91776, United States","100 Clary Avenue San Gabriel, CA 91776, United States",34.0976005,-118.1002908
Assembly of God Of Hawthorne,"Sunday 1200pm - 130pm, Wednesday 730pm - 900pm",3841 W. 130th St.,"Hawthorne, CA 90250, United States","3841 W. 130th St. Hawthorne, CA 90250, United States",33.9150829,-118.3408985
Atheists United,3rd Friday 3:30pm - 5:30pm,2535 W. Temple St,"Los Angeles, CA 90026, United States","2535 W. Temple St Los Angeles, CA 90026, United States",34.072661,-118.274616
Atherton Baptist Church,2nd & 4th Saturday 10am-1pm,2627 W. 116th St,"Hawthorne, CA 90250, United States","2627 W. 116th St Hawthorne, CA 90250, United States",33.9289895,-118.3223126
Autistm Doesn't Define Me Academy,"Thursday10/02, 10/16, 11/05, 11/19  8am-11:30am and 1pm-3pm",10356 Wilmington Ave,"Los Angeles, CA 90002, United States","10356 Wilmington Ave Los Angeles, CA 90002, United States",33.9420897,-118.2388511
Baldwin Park Bilingual S.D.A. Church,1st & 3rd Wednesday 4pm - 7pm,13965 E. Ramona Parkway,"Baldwin Park, CA 91706, United States","13965 E. Ramona Parkway Baldwin Park, CA 91706, United States",34.0851569,-117.9695007
Belvedere Park,11/24/2025 | 9am - 12pm,210 North Mednik Avenue,"Los Angeles, CA 90022, United States","210 North Mednik Avenue Los Angeles, CA 90022, United States",34.0380982,-118.1617505
Belvue Presbyterian Church,4th Thursday 10 am - 11am,675 E. 118th Street,"Los Angeles, CA 90059, United States","675 E. 118th Street Los Angeles, CA 90059, United States",33.9267173,-118.2625438
Berean SDA Church,2nd and 4th Thursday 9:00 am - 12:00 pm,4211 W Adams Blvd,"Los Angeles, CA 90018, United States","4211 W Adams Blvd Los Angeles, CA 90018, United States",34.0329904,-118.3309846
Bethany Church,3rd Saturday 9am - 1030am,763 N. Sunset Ave,"West Covina, CA 91790, United States","763 N. Sunset Ave West Covina, CA 91790, United States",34.0856399,-117.9355181
Bethel Unspeakable Joy Christian Church,"2nd, 4th Saturday 8am - 10am",8724 S. Central Avenue,"Los Angeles, CA 90002, United States","8724 S. Central Avenue Los Angeles, CA 90002, United States",33.9585507,-118.2560928
Bethesda Temple Church,4th Saturday 9am - 12pm,4915 Crenshaw Boulevard,"Los Angeles, CA 90043, United States","4915 Crenshaw Boulevard Los Angeles, CA 90043, United States",33.9978521,-118.3313872
Blessed Sacrament Food Pantry,Saturday 9 am - 12 pm,6657 Sunset Blvd.,"Hollywood, CA 90028, United States","6657 Sunset Blvd. Hollywood, CA 90028, United States",34.0985459,-118.3351142
"Blue Shoes Adventure Kids, Inc.",Tuesday & Thursday 9am-10:30am,9843 Ramona St,"Bellflower, CA 90706, United States","9843 Ramona St Bellflower, CA 90706, United States",33.8735164,-118.1235536
Boulevard Community Church of Lancaster,2nd & 4th Saturday 9 am - 10 am,603 E. Lancaster Boulevard,"Lancaster, CA 93535, United States","603 E. Lancaster Boulevard Lancaster, CA 93535, United States",34.6971183,-118.1193987
Bread of Life Foursquare Gospel Church,Wednesday 11:30am-1:30pm,5175 1/2 W. Washington Blvd.,"Los Angeles, CA 90016, United States","5175 1/2 W. Washington Blvd. Los Angeles, CA 90016, United States",34.04144,-118.35338
Breath of Life S.D.A. Church,"1st, 3rd Thursday 12 pm - 2 pm",425 S. La Brea,"Inglewood, CA 90301, United States","425 S. La Brea Inglewood, CA 90301, United States",33.9582226,-118.3536542
Bryant Temple AME Church,"2nd, 4th Wednesday 10 am - 12 pm",2514 W. Vernon Ave,"Los Angeles, CA 90008, United States","2514 W. Vernon Ave Los Angeles, CA 90008, United States",34.0035421,-118.3208312
Buddhist Tzu Chi Foundation,4th Saturday 9:15 am - 10:30 am,1355 Broad Ave,"Wilmington, CA 90744, United States","1355 Broad Ave Wilmington, CA 90744, United States",33.790319,-118.2618976
Buddhist Tzu Chi Foundation,2nd Monday 9:30am - 10:30am,341 La Seda Road,"La Puente, CA 91744, United States","341 La Seda Road La Puente, CA 91744, United States",34.0126803,-117.8981696
Buddhist Tzu Chi Foundation,2nd Saturday 9am-11am,401 Corto Street,"Alhambra, CA 91801, United States","401 Corto Street Alhambra, CA 91801, United States",34.0907707,-118.1188971
Buddhist Tzu Chi Foundation,"3rd Saturday 9:30am-11am Closed November 15 Closed December 20th, Resumes January 17th",6720 Miles Ave,"Huntington Park, CA 90255, United States","6720 Miles Ave Huntington Park, CA 90255, United States",33.9779359,-118.2179399
"Building Plus Community Marketplace, Inc.","2nd, 4th Friday 10 am - 1 pm",1686 E. 103rd Street,"Los Angeles, CA 90002, United States","1686 E. 103rd Street Los Angeles, CA 90002, United States",33.9429531,-118.2430001
Burbank Temporary Aid Center,Monday - Friday 9 am - 12 pm,1304 W. Burbank Blvd.,"Burbank, CA 91506, United States","1304 W. Burbank Blvd. Burbank, CA 91506, United States",34.1825283,-118.3260722
California Hospital Medical Center Foundation,Monday - Friday 8 am - 4:30 pm,1600 S. Hope Street,"Los Angeles, CA 90015, United States","1600 S. Hope Street Los Angeles, CA 90015, United States",34.0360227,-118.2675112
California State University Dominguez Hills,Monday - Thursday 9am-1pm & 2pm-6pm & Friday 9am-1pm & 2pm-5pm,1000 E. Victoria Street,"Carson, CA 90747, United States","1000 E. Victoria Street Carson, CA 90747, United States",33.8633881,-118.2544095
Calvary Chapel Downey,"Mondays, Wednesday, Friday 10 am - 12 pm",12808 Woodruff Ave,"Downey, CA 90242, United States","12808 Woodruff Ave Downey, CA 90242, United States",33.9154542,-118.1155596
Calvary Light Christian Center,Wednesday 9am-10:30am,1101 N. Lakme Ave,"Wilmington, CA 90744, United States","1101 N. Lakme Ave Wilmington, CA 90744, United States",33.7708409,-118.2591073
Calvary Presbyterian Church,1st Saturday 8 am - 11 am,13560 Hawthorne Boulevard,"Hawthorne, CA 90250, United States","13560 Hawthorne Boulevard Hawthorne, CA 90250, United States",33.9088684,-118.3519358
Carson Christian Reaching Out,1st & 3rd Saturday 10am-1pm,17705 Central Ave,"Carson, CA 90746, United States","17705 Central Ave Carson, CA 90746, United States",33.8704351,-118.2491451
Carson Hope Community Church,Friday 9:30 am - 2 pm,129 E. 223rd Street,"Carson, CA 90745, United States","129 E. 223rd Street Carson, CA 90745, United States",33.8244847,-118.2749375
Catholic Charities,"Monday - Friday 9am-12pm & Monday, Tuesday, & Friday 1 pm - 4 pm",4171 Tyler Avenue,"El Monte, CA 91731, United States","4171 Tyler Avenue El Monte, CA 91731, United States",34.0827868,-118.0319082
Catholic Charities - Brownson House,Monday - Friday 9 am - 12:30pm,1307 Warren Street,"Los Angeles, CA 90033, United States","1307 Warren Street Los Angeles, CA 90033, United States",34.0520689,-118.2201788
Catholic Charities of Long Beach,Tuesday & Thursday 9:30 am - 12 pm & 1:30 pm - 3 pm,123 E. 14th Street,"Long Beach, CA 90813, United States","123 E. 14th Street Long Beach, CA 90813, United States",33.784066,-118.1916422
Catholic Rainbow Outreach,Tuesday - Friday 11am-12pm & Saturday 10:30am-11:30am,11419 Carmenita Road,"Whittier, CA 90605, United States","11419 Carmenita Road Whittier, CA 90605, United States",33.9277486,-118.0469897
"Celebration Nation, Inc.",2nd & 4th Wednesday 12pm-2pm,3540 N. Mission Rd.,"Los Angeles, CA 90031, United States","3540 N. Mission Rd. Los Angeles, CA 90031, United States",34.0667897,-118.2025122
Central Baptist Church,3rd Saturday 8am-10am,1641 E. Carson Street,"Carson, CA 90745, United States","1641 E. Carson Street Carson, CA 90745, United States",33.8322979,-118.2428859
Central City Neighborhood Partners,Monday 2pm-5pm,501 S. Bixel Street,"Los Angeles, CA 90017, United States","501 S. Bixel Street Los Angeles, CA 90017, United States",34.0548809,-118.2618214
Central Filipino S.D.A. Church,Thurday 9am-12pm,777 Colorado Boulevard,"Los Angeles, CA 90041, United States","777 Colorado Boulevard Los Angeles, CA 90041, United States",34.1411218,-118.1829591
Central Lutheran Church,Monday 1 pm - 3 pm,6425 Tyrone Ave,"Van Nuys, CA 91401, United States","6425 Tyrone Ave Van Nuys, CA 91401, United States",34.1871307,-118.4446209
Central Spanish SDA Church,2nd & 4th Saturday 12pm-5pm,1366 S. Alvarado St,"Los Angeles, CA 90006, United States","1366 S. Alvarado St Los Angeles, CA 90006, United States",34.0456367,-118.2834725
Centro Cristiano Manantial de vida,1st & 2nd Monday 5pm - 7pm,10035 Washington Street,"Bellflower, CA 90706, United States","10035 Washington Street Bellflower, CA 90706, United States",33.8986363,-118.1203988
Centro de Vida International Church Movement,"Wednesday 10/08, 10/22, 11/05, 11/19, 12/03, 12/17  9am - 12pm",9251 Burnet Avenue,"North Hills, CA 91343, United States","9251 Burnet Avenue North Hills, CA 91343, United States",34.2387872,-118.4636146
Cerritos College Foundation,Monday - Friday 8 am - 4 pm,11110 Alondra Blvd,"Norwalk, CA 90650, United States","11110 Alondra Blvd Norwalk, CA 90650, United States",33.8844435,-118.0952808
Cerritos College MFP,4th Wednesday 9am-11am,11110 Alondra Blvd,"Norwalk, CA 90650, United States","11110 Alondra Blvd Norwalk, CA 90650, United States",33.8844435,-118.0952808
Champions of Caring Connections,2nd Saturday 10am-12pm,1019 N. Harris Ave,"Compton, CA 90221, United States","1019 N. Harris Ave Compton, CA 90221, United States",33.90282,-118.1996393
Champions of Caring Connections,1st Saturday 10am-12pm,8204 S. Avalon Blvd,"Los Angeles, CA 90003, United States","8204 S. Avalon Blvd Los Angeles, CA 90003, United States",33.9645348,-118.2648592
Champions of Caring Connections,2nd Saturday 10am-12pm,1601 E. Alondra Blvd,"Compton, CA 90221, United States","1601 E. Alondra Blvd Compton, CA 90221, United States",33.889095,-118.2048667
Champions of Caring Connections,1st Saturday 10am-12pm,11205 S. Vermont Ave,"Los Angeles, CA 90044, United States","11205 S. Vermont Ave Los Angeles, CA 90044, United States",33.9326503,-118.2921992
Chapel of Peace Lutheran Church,3rd Saturday 9am - 12pm CLOSED 11/15 OPEN 11/22,1009 N. Market Street,"Inglewood, CA 90302, United States","1009 N. Market Street Inglewood, CA 90302, United States",33.9769244,-118.3570567
Chapter Two Inc,Wednesday 11 am - 3 pm,10127 S. Avalon Blvd,"Los Angeles, CA 90003, United States","10127 S. Avalon Blvd Los Angeles, CA 90003, United States",33.9438975,-118.2654972
Chapter Two Inc,Thursday 11am-2p,1535 W. 62nd Street,"Los Angeles, CA 90047, United States","1535 W. 62nd Street Los Angeles, CA 90047, United States",33.9835432,-118.3038059
Children's Hospital Los Angeles,Wednesday 10am - 11am,3250 Wilshire Blvd Suite 300,"Los Angeles, CA 90027, United States","3250 Wilshire Blvd Suite 300 Los Angeles, CA 90027, United States",34.0609334,-118.2930488
Chinese Community Service Center,1st Monday 9am- 12pm & 3rd Friday 9am-12pm,"1725 Beverly Boulevard, Suite 1 - B","Los Angeles, CA 90026, United States","1725 Beverly Boulevard, Suite 1 - B Los Angeles, CA 90026, United States",34.0653471,-118.2665269
Christ Apostole Church of America,2nd and 4th Saturday 10am-12pm,6625 4th Ave,"Los Angeles, CA 90043, United States","6625 4th Ave Los Angeles, CA 90043, United States",33.9783443,-118.3218613
Christ Gospel Prayer Center,Wednesdays 11am-1:30pm,4702 S Vermont Avenue,"Los Angeles, CA 90037, United States","4702 S Vermont Avenue Los Angeles, CA 90037, United States",34.0003702,-118.2913325
Christ Living Gospel,1st and 3rd Saturday 8:30am - 12pm,2221 Workman St.,"Los Angeles, CA 90031, United States","2221 Workman St. Los Angeles, CA 90031, United States",34.0713959,-118.2145619
Christ Living Gospel,1st and 3rd Saturday 8:30am - 12pm,5466 Huntington Drive South,"Los Angeles, CA 90032, United States","5466 Huntington Drive South Los Angeles, CA 90032, United States",34.0923127,-118.1615468
Christ Our Shepherd Church,Wednesday 10am - 3pm,3571 Eagle Rock Blvd,"Los Angeles, CA 90065, United States","3571 Eagle Rock Blvd Los Angeles, CA 90065, United States",34.1172872,-118.2349981
Christ the Good Shepherd Episcopal,4th Friday 9am - 11am,3303 W. Vernon Avenue,"Los Angeles, CA 90008, United States","3303 W. Vernon Avenue Los Angeles, CA 90008, United States",34.0041928,-118.3296247
Christ the Savior American Coptic Orthodox Church,2nd & 4th Friday 5 pm - 7 pm,10347 Mason Ave,"Chatsworth, CA 91311, United States","10347 Mason Ave Chatsworth, CA 91311, United States",34.2585965,-118.5802019
Christian Outreach in Action,Monday-Friday 10am - 12pm,515 E. 3rd St.,"Long Beach, CA 90802, United States","515 E. 3rd St. Long Beach, CA 90802, United States",33.7707206,-118.186108
Christys Foundation,Thursdays 10 am - 2 pm OPEN 11/26 CANCELED 11/27,9301 Tampa Ave Unit 46,"Northridge, CA 91324, United States","9301 Tampa Ave Unit 46 Northridge, CA 91324, United States",34.239887,-118.5563135
Church of the Nazarene - Rosemead,3rd Saturday 930am - 11am,2703 Walnut Grove Avenue,"Rosemead, CA 91770, United States","2703 Walnut Grove Avenue Rosemead, CA 91770, United States",34.0610393,-118.0823061
Church of the Redeemer,Monday - Friday 9am - 12pm & Last Thursday 6pm-7:30pm,3739 N. Monterey Avenue,"Baldwin Park, CA 91706, United States","3739 N. Monterey Avenue Baldwin Park, CA 91706, United States",34.0803117,-117.9766542
Church of the Valley,Tuesday 930am - 12pm,6565 Vesper Blvd,"Van Nuys, CA 91411, United States","6565 Vesper Blvd Van Nuys, CA 91411, United States",34.1900109,-118.4512201
Church on the Way,11/20/2025 | 9am - 12pm,14300 Sherman Way,"Van Nuys, CA 91405, United States","14300 Sherman Way Van Nuys, CA 91405, United States",34.2007633,-118.4449774
Citrus College,1st Monday 1pm - 3pm,1000 W. Foothill Boulevard,"Glendora, CA 91741, United States","1000 W. Foothill Boulevard Glendora, CA 91741, United States",34.1355407,-117.8849584
City of Bell Gardens,3rd Saturday 10AM-1PM CLOSED 11/15 Open 11/22,6662 Loveland St.,"Bell Gardens, CA 90201, United States","6662 Loveland St. Bell Gardens, CA 90201, United States",33.9669892,-118.1469086
City of Commerce,3rd Thursday 10:30am - 1pm,5625 Jillson Street,"Commerce, CA 90040, United States","5625 Jillson Street Commerce, CA 90040, United States",34.0009006,-118.1575602
City of Cudahy,4th Thursday 9am-11am,4835 Clara St,"Cudahy, CA 90201, United States","4835 Clara St Cudahy, CA 90201, United States",33.9658212,-118.1810626
City of El Monte,Monday- Friday 2pm-8pm & Saturday 12pm-5pm,3125 Tyler Avenue,"El Monte, CA 91731, United States","3125 Tyler Avenue El Monte, CA 91731, United States",34.0658568,-118.0365395
City of El Monte,Monday- Friday 2pm-8pm & Saturday 12pm-5pm,11431 McGirk Street,"El Monte, CA 91731, United States","11431 McGirk Street El Monte, CA 91731, United States",34.0854021,-118.0197066
City of El Monte,Monday- Friday 2pm-8pm & Saturday 12pm-5pm,12127 Elliott Ave,"El Monte, CA 91731, United States","12127 Elliott Ave El Monte, CA 91731, United States",34.0560071,-118.0219023
City of El Monte,Monday- Friday 2pm-8pm & Saturday 12pm-5pm,4140 Gibson Road,"El Monte, CA 91731, United States","4140 Gibson Road El Monte, CA 91731, United States",34.081578,-118.0487973
City of El Monte,Monday- Friday 12:30pm-1:30pm,3120 Tyler Ave,"El Monte, CA 91731, United States","3120 Tyler Ave El Monte, CA 91731, United States",34.0655953,-118.0353615
City of Hawaiian Gardens,3rd Thursday 330 - 430pm,21815 Pioneer Blvd,"Hawaiian Gardens, CA 90716, United States","21815 Pioneer Blvd Hawaiian Gardens, CA 90716, United States",33.8288517,-118.0822915
City of Maywood,3rd Monday 9 am - 11am,4801 E. 58th St.,"Maywood, CA 90270, United States","4801 E. 58th St. Maywood, CA 90270, United States",33.9875724,-118.1781878
City of Norwalk/Department of Social Services,"Tuesdays & Thursdays 9am- 12pm, 1pm - 5pm",11929 Alondra Blvd,"Norwalk, CA 90650, United States","11929 Alondra Blvd Norwalk, CA 90650, United States",33.88792,-118.0789133
Clara Street Park MFP,2nd Thursday 9am-11am,4835 Clara St.,"Cudahy, CA 90201, United States","4835 Clara St. Cudahy, CA 90201, United States",33.9658212,-118.1810626
Community Chapel World Outreach,Monday- Friday 12pm - 1pm Closed on all federal & state holidays,12400 Studebaker Rd,"Norwalk, CA 90650, United States","12400 Studebaker Rd Norwalk, CA 90650, United States",33.9187103,-118.0988257
Community Missionary Baptist,Wednesday 10am-12pm,14637 S. Bahama Street,"Compton, CA 90220, United States","14637 S. Bahama Street Compton, CA 90220, United States",33.8987534,-118.2534177
Community of Faith Bible Church,2nd & 4th Sunday 1pm-3pm,12025 Industrial Ave,"South Gate, CA 90280, united States","12025 Industrial Ave South Gate, CA 90280, united States",33.9174449,-118.1643962
Community's Child,Thursday 3:30pm - 5pm,612 W. E Street,"Wilmington, CA 90744, United States","612 W. E Street Wilmington, CA 90744, United States",33.7744529,-118.2695412
Community's Child,Wednesday 10AM-12 PM,18807 Crenshaw Pl,"Torrance, CA 90504, United States","18807 Crenshaw Pl Torrance, CA 90504, United States",33.8592362,-118.3266496
Community's Child,Monday - Thursday 10am-4pm,111 Figueroa Pl,"Wilmington, CA 90744, United States","111 Figueroa Pl Wilmington, CA 90744, United States",33.7763943,-118.2804577
Community's Child - Switzer Learning Center,Thursday 1:45pm-3:15pm,2201 Amapola Ct,"Torrance, CA 90501, United States","2201 Amapola Ct Torrance, CA 90501, United States",33.8447536,-118.3225127
"Compatior, Inc",4th Wednesday 10am - 6pm,4363 Tweedy Blvd,"South Gate, CA 90280, United States","4363 Tweedy Blvd South Gate, CA 90280, United States",33.9432088,-118.1952428
Compton College MFP,2nd Tuesday 1pm-3pm,1111 E. Artesia Blvd,"Compton, CA 90221, United States","1111 E. Artesia Blvd Compton, CA 90221, United States",33.8774581,-118.2110327
CONASUPO,Saturday 10am-12pm,3283 Garfield Ave,"Commerce, CA 90040, United States","3283 Garfield Ave Commerce, CA 90040, United States",33.9856987,-118.1400262
Congregational Church of Chatsworth - FISH of West,"Wednesdays from 2-4pm, Saturdays from 1-3:30pm",20440 Lassen St.,"Chatsworth, CA 91311, United States","20440 Lassen St. Chatsworth, CA 91311, United States",34.2495989,-118.5788799
Cover the Homeless Ministry,Last Thursday of the month 12pm - 1pm,4425 South Central Avenue,"Los Angeles, CA 90011, United States","4425 South Central Avenue Los Angeles, CA 90011, United States",34.003116,-118.2567737
Crenshaw Baptist Church of Torrance,2nd Wednesday 9am-11am,18749 Crenshaw Blvd,"Torrance, CA 90504, United States","18749 Crenshaw Blvd Torrance, CA 90504, United States",33.8600152,-118.3273172
Crete Academy,1st and 3rd Friday 3:30 pm - 5:30 pm,6103 Crenshaw Blvd,"Los Angeles, CA 90043, United States","6103 Crenshaw Blvd Los Angeles, CA 90043, United States",33.9844793,-118.3313125
Crossroads Church First Assembly,1st Saturday 10am - 12pm & 3rd Saturday 9am 12pm,1900 E. South Street,"Long Beach, CA 90805, United States","1900 E. South Street Long Beach, CA 90805, United States",33.8599098,-118.1692711
Crossroads Multinational Church of the Nazarene,Sunday 8:30am - 9:30am,12229 E. Delamo Blvd,"Cerritos, CA 90703, United States","12229 E. Delamo Blvd Cerritos, CA 90703, United States",33.8466462,-118.0711152
Crusaders Temple Church of God In Christ,3rd Friday 9:30am-12:30pm,9100 Hooper Ave,"Los Angeles, CA 90002, United States","9100 Hooper Ave Los Angeles, CA 90002, United States",33.9537572,-118.2537018
Del Aire Baptist Church,Tuesday 1pm-3pm / Friday 2pm-4pm /& Saturday 9am-11am,4951 W. 119th Place,"Hawthorne, CA 90250, United States","4951 W. 119th Place Hawthorne, CA 90250, United States",33.924772,-118.3653948
Desert Reign,"Wednesdays 9 am - 11 am, 11/12, 11/25, CLOSED 11/26, 12/10, 12/23, CLOSED 12/24",11610 Lakewood Blvd,"Downey, CA 90241, United States","11610 Lakewood Blvd Downey, CA 90241, United States",33.9312371,-118.1258398
Desert Vineyard Christian Fellowship,Wednesday 11 am - 2 pm,1011 East Ave I,"Lancaster, CA 93535, United States","1011 East Ave I Lancaster, CA 93535, United States",34.7046416,-118.1111706
Designated Exceptional Service for Independence,Wednesday 10am - 12pm &  Friday 10:30am - 12pm,646 S. Atlantic Blvd.,"Los Angeles, CA 90022, United States","646 S. Atlantic Blvd. Los Angeles, CA 90022, United States",34.0235037,-118.1560236
Destiny Praise Worship Center,3rd Saturday 10 am-12 pm,5115 Atlantic Ave,"Long Beach, CA 90805, United States","5115 Atlantic Ave Long Beach, CA 90805, United States",33.8491242,-118.1852309
Detours Mentoring Group. Inc.,4th Saturday 12pm-2pm,1202 West 135th St,"Gardena, CA 90247, United States","1202 West 135th St Gardena, CA 90247, United States",33.9089897,-118.296681
Dominion International Center,2nd & 3rd Saturday 10am-11am,"16630 S. Broadway, Suite B.","Gardena, CA 90248, United States","16630 S. Broadway, Suite B. Gardena, CA 90248, United States",33.8799034,-118.2775986
Door of Hope Ministries,Monday & Thursday 9am - 11am,1325 S. Atlantic Blvd,"Los Angeles, CA 90022, United States","1325 S. Atlantic Blvd Los Angeles, CA 90022, United States",34.0133669,-118.1597292
"Door to Door II, Inc.",1st and 3rd Thursday 1pm - 3pm,2405 W. Florence Avenue,"Los Angeles, CA 90043, United States","2405 W. Florence Avenue Los Angeles, CA 90043, United States",33.9747987,-118.319998
Downey First Christian Church,Saturday 900am - 1200pm,10909 New St.,"Downey, CA 90241, United States","10909 New St. Downey, CA 90241, United States",33.943067,-118.1326577
Dream City Church Whittier,Saturday 11 am - 1 pm,8434 S. Greenleaf Avenue,"Whittier, CA 90602, United States","8434 S. Greenleaf Avenue Whittier, CA 90602, United States",33.9627584,-118.0394864
Duarte Church of Christ,1st & 3rd Tuesday 10:30am-1pm,1330 S. Highland Ave,"Duarte, CA 91010, United States","1330 S. Highland Ave Duarte, CA 91010, United States",34.1376796,-117.9659952
Eagle Rock Lutheran Church,2nd & 4th Saturday 10:30 AM - 12 PM,5032 N Maywood ave,"Los Angeles, CA 90041, United States","5032 N Maywood ave Los Angeles, CA 90041, United States",34.1371815,-118.2113164
East L.A. Bilingual S.D.A. Church,Wednesday 2 - 4pm,700 Hoefner Avenue,"Los Angeles, CA 90022, United States","700 Hoefner Avenue Los Angeles, CA 90022, United States",34.0209416,-118.1494151
East LA Community Corporation,3rd Tuesday 9am-11am,611 South Lorena St.,"Los Angeles, CA 90023, United States","611 South Lorena St. Los Angeles, CA 90023, United States",34.031107,-118.1999823
Eastmont Community Center,Tuesday 8:30 AM - 10 AM,701 Hoefner Avenue,"Los Angeles, CA 90022, United States","701 Hoefner Avenue Los Angeles, CA 90022, United States",34.0210131,-118.1501655
Eastmont S.D.A. Spanish Church,Monday 6:00pm - 7:30pm,1021 Westside Drive,"Los Angeles, CA 90022, United States","1021 Westside Drive Los Angeles, CA 90022, United States",34.0137182,-118.1376601
Education & Economic Development Community Center,3rd Saturday 11am-2pm,8204 S. Avalon Blvd,"Los Angeles, CA 90003, United States","8204 S. Avalon Blvd Los Angeles, CA 90003, United States",33.9645348,-118.2648592
El Camino Community College District Foundation,Tuesday 12pm-5pm Wednesday & Thursday 10am-3pm,16007 Crenshaw Blvd.,"Torrance, CA 90506, United States","16007 Crenshaw Blvd. Torrance, CA 90506, United States",33.8835254,-118.3321158
El Hajj Malik Shabazz Islamic Center,2nd & 4th Friday 2pm-3:30pm,2914 W. Jefferson Blvd,"Los Angeles, CA 90018, United States","2914 W. Jefferson Blvd Los Angeles, CA 90018, United States",34.0254205,-118.3277412
El Monte Wesleyan Christian Church,"1st & 3rd Tuesday 11am- 12:30pm, 11/4  2 pm - 3 pm",2400 Santa Anita Avenue,"South El Monte, CA 91733, United States","2400 Santa Anita Avenue South El Monte, CA 91733, United States",34.0562594,-118.0420711
